20130501000000,1.55358,1.55371
20130501000000,1.55357,1.55369
20130501000000,1.55353,1.55367
20130501000000,1.55349,1.55367
20130501000000,1.55349,1.55367
20130501000001,1.55348,1.55367
20130501000001,1.55348,1.55366
20130501000001,1.55347,1.55362
20130501000001,1.55344,1.55363
20130501000002,1.55348,1.55364
20130501000002,1.55348,1.55364
20130501000004,1.55348,1.55363
20130501000006,1.55348,1.55363
20130501000007,1.55344,1.55362
20130501000008,1.55344,1.55362
20130501000010,1.55344,1.55364
20130501000012,1.55344,1.55364
20130501000013,1.55344,1.55363
20130501000025,1.55344,1.5536
20130501000026,1.55344,1.55361
20130501000030,1.55344,1.55362
20130501000037,1.55346,1.55361
20130501000045,1.55346,1.55364
20130501000050,1.55346,1.55364
20130501000051,1.55348,1.55364
20130501000051,1.55346,1.55365
20130501000055,1.55346,1.55365
20130501000100,1.55345,1.55359
20130501000100,1.55345,1.55359
20130501000106,1.55354,1.55362
20130501000107,1.55355,1.5537
20130501000108,1.55356,1.5537
20130501000108,1.55358,1.5537
20130501000127,1.55358,1.5537
20130501000129,1.55358,1.5537
20130501000134,1.55358,1.55371
20130501000139,1.55358,1.55371
20130501000143,1.55351,1.55361
20130501000143,1.55349,1.55357
20130501000144,1.55347,1.55358
20130501000144,1.55347,1.55364
20130501000144,1.55346,1.55364
20130501000144,1.55346,1.55364
20130501000149,1.55344,1.55359
20130501000149,1.55351,1.5536
20130501000151,1.55347,1.55359
20130501000152,1.55346,1.55359
20130501000158,1.55347,1.55359
20130501000221,1.55345,1.55359
20130501000223,1.55346,1.55359
20130501000224,1.55345,1.55359
20130501000224,1.55348,1.55364
20130501000224,1.5535,1.55364
20130501000251,1.55348,1.55359
20130501000253,1.55345,1.55359
20130501000257,1.55344,1.55359
20130501000305,1.55344,1.55359
20130501000307,1.55344,1.55359
20130501000308,1.55343,1.55359
20130501000325,1.55344,1.55359
20130501000327,1.55344,1.55359
20130501000425,1.55344,1.55358
20130501000428,1.55345,1.55358
20130501000431,1.55345,1.55358
20130501000441,1.55344,1.55358
20130501000457,1.55345,1.55359
20130501000504,1.55347,1.55358
20130501000505,1.55349,1.55358
20130501000505,1.55351,1.55369
20130501000505,1.55352,1.55369
20130501000505,1.55352,1.55369
20130501000514,1.55351,1.55368
20130501000519,1.55353,1.55369
20130501000521,1.55356,1.55369
20130501000521,1.55359,1.55369
20130501000521,1.55361,1.55373
20130501000521,1.55361,1.55373
20130501000526,1.55361,1.55373
20130501000526,1.55361,1.55373
20130501000527,1.55366,1.55373
20130501000527,1.55366,1.55381
20130501000527,1.55367,1.55381
20130501000527,1.55368,1.55384
20130501000527,1.5537,1.55384
20130501000527,1.55371,1.55389
20130501000527,1.55372,1.5539
20130501000531,1.55373,1.5539
20130501000536,1.55373,1.55389
20130501000536,1.55374,1.5539
20130501000536,1.55374,1.55391
20130501000537,1.55374,1.55391
20130501000538,1.55373,1.55391
20130501000541,1.55373,1.55391
20130501000546,1.55373,1.55391
20130501000551,1.55381,1.5539
20130501000551,1.55386,1.55398
20130501000551,1.55388,1.55401
20130501000551,1.55393,1.55401
20130501000552,1.55395,1.55407
20130501000552,1.55394,1.5541
20130501000552,1.55394,1.55411
20130501000552,1.55394,1.55411
20130501000555,1.55394,1.55411
20130501000555,1.55393,1.5541
20130501000556,1.55392,1.5541
20130501000556,1.55392,1.5541
20130501000556,1.55392,1.55411
20130501000559,1.55393,1.55411
20130501000559,1.55392,1.55411
20130501000600,1.55393,1.55411
20130501000601,1.55394,1.55411
20130501000607,1.55397,1.55411
20130501000607,1.55401,1.55418
20130501000608,1.55408,1.55424
20130501000608,1.55408,1.55424
20130501000608,1.55405,1.55423
20130501000608,1.55404,1.55422
20130501000609,1.55402,1.55417
20130501000609,1.55402,1.55417
20130501000613,1.55403,1.55417
20130501000613,1.55405,1.55421
20130501000613,1.55405,1.55423
20130501000617,1.55411,1.55424
20130501000617,1.55414,1.55429
20130501000617,1.55414,1.55431
20130501000617,1.55415,1.55431
20130501000618,1.55415,1.55431
20130501000618,1.55414,1.55431
20130501000618,1.55414,1.55431
20130501000619,1.55413,1.55429
20130501000621,1.5541,1.55428
20130501000621,1.55409,1.55428
20130501000624,1.55409,1.55427
20130501000628,1.55411,1.55428
20130501000633,1.5541,1.55428
20130501000633,1.55413,1.5543
20130501000634,1.55412,1.5543
20130501000636,1.55413,1.5543
20130501000639,1.55414,1.5543
20130501000639,1.55416,1.5543
20130501000639,1.55414,1.5543
20130501000642,1.55415,1.5543
20130501000649,1.55415,1.55432
20130501000650,1.55412,1.55428
20130501000650,1.55408,1.55426
20130501000651,1.55408,1.55428
20130501000653,1.55408,1.55428
20130501000655,1.55408,1.55428
20130501000657,1.55408,1.55428
20130501000658,1.55413,1.55431
20130501000700,1.55412,1.5543
20130501000700,1.55412,1.55427
20130501000700,1.55408,1.55426
20130501000701,1.55409,1.55427
20130501000701,1.55411,1.55429
20130501000711,1.5541,1.55428
20130501000712,1.5541,1.55427
20130501000712,1.55408,1.55427
20130501000713,1.5541,1.55429
20130501000714,1.55411,1.5543
20130501000716,1.55413,1.5543
20130501000716,1.55415,1.55431
20130501000716,1.55415,1.55434
20130501000716,1.55415,1.55434
20130501000717,1.55414,1.55432
20130501000720,1.55414,1.5543
20130501000720,1.55414,1.5543
20130501000723,1.55414,1.55432
20130501000723,1.55423,1.55439
20130501000723,1.55423,1.55439
20130501000724,1.55419,1.55437
20130501000726,1.55419,1.55434
